expenditure_date,committee_name,expense_category,payee_name,address,payee_type,amount,expense_purpose
2022-03-23,Porter  Phylicia Friends for,Media,Canva,2/2 Lacey St  Surry Hills  AUSTRALIA,Business/Group/Organization,12.95,Media - Website Development
2022-03-31,Porter  Phylicia Friends for,Media,Calendy,271 17th St NW  Atlanta  Georgia 30362,Business/Group/Organization,15.9,Media - Website Development
2022-04-04,Porter  Phylicia Friends for,Media,Mail Chimp,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,47.17,Media - Website Development
2022-04-08,Porter  Phylicia Friends for,Media,Squarespace,8 Clarkson St  New York  New York 10014,Business/Group/Organization,27.56,Media - Website Development
2022-04-18,Porter  Phylicia Friends for,Media,Squarespace,8 Clarkson St  New York  New York 10014,Business/Group/Organization,12.95,Media - Website Development
2022-04-25,Porter  Phylicia Friends for,Media,Canva,2/2 Lacey St  Surry Hills  AUSTRALIA,Business/Group/Organization,12.95,Graphic Design
2022-05-02,Porter  Phylicia Friends for,Media,Calendy,271 17th St NW  Atlanta  Georgia 30362,Business/Group/Organization,15.9,Media - Website Development
2022-05-02,Porter  Phylicia Friends for,Media,Mail Chimp,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,53,Graphic Design
2022-01-26,Acevero  Gabriel Friends of,Media,Jon Akin,13321 Dovedale Way  Germantown  Maryland 20874,Individual,1000,Graphic Design
2022-05-31,Baltimore County Future Slate,Media,Do Big Things  LLC,PO BOX 128  Mill Valley  California 94942,Business/Group/Organization,3000,Consulting Fees - Media
2022-02-23,Andrews  Vincent Friends of,Media,Mailchimp c/o The Rocket Science Group  LLC,675 Ponce de Leon Ave NE  Suite 5000  atlanta  Georgia 30308,Business/Group/Organization,62.54,Media - Website Development
2022-03-03,Andrews  Vincent Friends of,Media,Google  LLC,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,95.39,Media - Website Development
2022-03-11,Andrews  Vincent Friends of,Media,Google  LLC,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,276,Media - Website Development
2022-02-21,Anthony  Rudy D. Friends of,Media,Aquila Benjamin,5821 Coolidge St  Capitol Heights  Maryland 20743,Individual,500,Consulting Fees - General
2022-04-01,Anthony  Rudy D. Friends of,Media,Aquila Benjamin,5821 Coolidge St  Capitol Heights  Maryland 20743,Individual,250,Consulting Fees - General
2022-05-06,Anthony  Rudy D. Friends of,Media,Aquila Benjamin,5821 Coolidge St  Capitol Heights  Maryland 20743,Individual,250,Consulting Fees - General
2022-03-23,Andrews  Vincent Friends of,Media,Mailchimp c/o The Rocket Science Group  LLC,675 Ponce de Leon Ave NE Suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,62.54,Media - Website Development
2022-04-04,Andrews  Vincent Friends of,Media,Google  LLC,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,101.34,Media - Website Development
2022-04-11,Andrews  Vincent Friends of,Media,Indigo Strategies,1312 9th Street NW  2nd Floor  Washington  District Of Columbia 20001,Business/Group/Organization,5665,Videos
2022-04-25,Andrews  Vincent Friends of,Media,Mailchimp c/o The Rocket Science Group  LLC,675 Ponce de Leon Ave NE Suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,62.54,Media - Website Development
2022-05-02,Andrews  Vincent Friends of,Media,Google  LLC,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,101.76,Media - Website Development
2022-05-23,Andrews  Vincent Friends of,Media,Mailchimp c/o The Rocket Science Group  LLC,675 Ponce de Leon Ave NE Suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,62.54,Media - Website Development
2022-05-03,Jones  Steven R. for Calvert County Commissioner,Media,calvert county parks and recreation,175 main street  princefrederick  Maryland 20678,Business/Group/Organization,200,Billboards / Outdoor Advertising
2022-05-02,Jones  Steven R. for Calvert County Commissioner,Media,county times,43251 rewscue ln  hollywood  Maryland 20636,Business/Group/Organization,399,Newspaper
2022-05-09,Jones  Steven R. for Calvert County Commissioner,Media,clipper magazine,3708 hempland rd  mountville  Pennsylvania 17557,Business/Group/Organization,378.21,Newspaper
2022-05-16,Tuttle  Steve The Friends to Elect,Media,St Mary's Democratic Central Committee,44980 Hamptons Blvd  #410  Leonardtown  Maryland 20650,Political Club,90,Graphic Design
2022-05-03,Tuttle  Steve The Friends to Elect,Media,Unified Committee for Afro American Contributions,PO Box 1457  Lexington Park  Maryland 20653,Business/Group/Organization,100,Newspaper
2022-06-06,Esposito  Ashley Friends of,Media,Facebook Corporate,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,10,Online Advertising
2022-04-22,Gansler  Doug Friends Of,Media,Local Politechs Strategies,3420 Connecticut Avenue  NW  #11941  Washington  District Of Columbia 20008,Business/Group/Organization,4573.8,Consulting Fees - Media
2022-05-31,Andrews  Vincent Friends of,Media,Indigo Strategies,1312 9th Street NW  2nd Floor  Washington  District Of Columbia 20001,Business/Group/Organization,5000,Online Advertising
2022-06-06,Andrews  Vincent Friends of,Media,Google  LLC,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,112.41,Media - Website Development
2022-02-08,Jackson  Carl Citizens for,Media,Overlea Community Association,PO Box 18895  Raspeburg  Maryland 21206,Business/Group/Organization,150,Online Advertising
2022-03-18,Jackson  Carl Citizens for,Media,Benetti Government Affairs,1116 Valewood Rd  Towson  Maryland 21286,Business/Group/Organization,150,Consulting Fees - General
2022-03-29,Jackson  Carl Citizens for,Media,Benetti Government Affairs,1116 Valewood Rd  Towson  Maryland 21286,Business/Group/Organization,150,Consulting Fees - General
2022-04-20,Jackson  Carl Citizens for,Media,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,8850,Videos
2022-04-05,Jackson  Carl Citizens for,Media,Binetti Government Affairs,1116 Valewood  Towson  Maryland 21204,Business/Group/Organization,150,Consulting Fees - General
2022-05-10,Jackson  Carl Citizens for,Media,Binetti Government Affairs,1116 Valewood  Towson  Maryland 21204,Business/Group/Organization,150,Consulting Fees - General
2022-05-10,Jackson  Carl Citizens for,Media,Three 21 Solutions,3607 1/2 seven mile  Baltimore  Maryland 21208,Business/Group/Organization,55,Media - Website Development
2022-05-08,Tyo  Tanya Citizens to Elect for Harco BOE,Media,Wix.com,40 Namal Tel  Aviv 6350671  ISRAEL,Business/Group/Organization,10,Media - Website Development
2022-04-12,Layton  William Friends of,Media,Quigley Design,9795 Mill Point Road  Vienna  Maryland 21601,Business/Group/Organization,300,Graphic Design
2022-01-31,McIntosh  Angela Citizens for,Media,Vista Print,275 Wyman Street  Waltham  Massachusetts 02451,Business/Group/Organization,42.39,Book/Brochure Advertising
2022-05-24,McIntosh  Angela Citizens for,Media,Vista Print,275 Wyman Street  Waltham  Massachusetts 02451,Business/Group/Organization,90.19,Book/Brochure Advertising
2022-05-18,McIntosh  Angela Citizens for,Media,Neighborhood Signs,6655 amberton dr  elkridge  Maryland 21075,Business/Group/Organization,386.9,Billboards / Outdoor Advertising
2022-04-13,Allegany County Republican Central Committee,Media,Allegany County Republican Women,12213 Carlos Road  Frostburg  Maryland 21532,Business/Group/Organization,180,Radio
2022-05-31,Jones  Steven R. for Calvert County Commissioner,Media,somar comunications,28095 three knotch rd  mechanicsville  Maryland 20659,Business/Group/Organization,9600,Radio
2022-05-21,Ziegler  Natalie Friends of,Media,Benjamin Groff,Tidemore Public Affairs  1800 N. Charles St.  Baltimore  Maryland 21201,Business/Group/Organization,203.52,Media - Website Development
2022-05-23,Ziegler  Natalie Friends of,Media,Tidemore Public Affairs,1800 N. Charles St.  Baltimore  Maryland 21201,Business/Group/Organization,1600,Media - Website Development
2022-05-31,Ziegler  Natalie Friends of,Media,Tidemore Public Affairs,1800 N. Charles St.  Baltimore  Maryland 21201,Business/Group/Organization,3330,Media - Website Development
2022-06-07,Ziegler  Natalie Friends of,Media,Tidemore Public Affairs,1800 N. Charles St.  Baltimore  Maryland 21201,Business/Group/Organization,996.4,Media - Website Development
2022-05-13,Burns  Sean D. Esq. Friends of,Media,Clea Event Productions  LLC,11622 Amaralles Drive  Reisterstown  Maryland 21136,Business/Group/Organization,800,Videos
2022-05-14,Burns  Sean D. Esq. Friends of,Media,Clea Event Productions  LLC,11622 Amaralles Drive  Reisterstown  Maryland 21136,Business/Group/Organization,790,Videos
2022-05-16,Burns  Sean D. Esq. Friends of,Media,Ntooltive Digital  LLC,8350 W. Sahara Avenue  Suite 290  Las Vegas  Nevada 89117,Business/Group/Organization,1500,Online Advertising
2022-05-25,Burns  Sean D. Esq. Friends of,Media,Tavon Shaw Photography,900 E Fayette Street  P.O. Box 23523  Baltimore  Maryland 21233,Business/Group/Organization,215,Consulting Fees - Media
2022-03-02,Prince George's County Democratic Central Committee,Media,Applied Integrated Marketing,7614 Charlton Avenue  Berwyn Heights  Maryland 20740,Business/Group/Organization,1000,Media - Website Development
2022-04-20,Prince George's County Democratic Central Committee,Media,Applied Integrated Marketing,7614 Charlton Avenue  Berwyn Heights  Maryland 20740,Business/Group/Organization,750,Media - Website Development
2022-05-31,Shade  Jake Friends of,Media,WCBC Radio,35 Baltimore St  Cumberland  Maryland 21502,Business/Group/Organization,560,Radio
2022-07-05,Bodden  Leigh For The People,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,30,Online Advertising
2022-07-21,Bodden  Leigh For The People,Media,Five Points Media,2423 Wyncreek Drive  Atlanta  Georgia 30331,Business/Group/Organization,2250,Online Advertising
2022-05-12,Taveras  Deni Friends of,Media,Bergmann Zwerdling Direct,1015 18th St. NW  Suite 500  Washington  District Of Columbia 20036,Business/Group/Organization,4200.84,Consulting Fees - General
2022-05-19,Taveras  Deni Friends of,Media,Bergmann Zwerdling Direct,1015 18th St. NW  Suite 500  Washington  District Of Columbia 20036,Business/Group/Organization,3991.56,Consulting Fees - General
2022-06-06,Taveras  Deni Friends of,Media,DENI L  TAVERAS,P.O. Box 1763  Hyattsville  Maryland 20788,Self (Candidate),247.41,Billboards / Outdoor Advertising
2022-06-06,Taveras  Deni Friends of,Media,Bergmann Zwerdling Direct,1015 18th St. NW  Suite 500  Washington  District Of Columbia 20036,Business/Group/Organization,1700,Consulting Fees - General
2022-01-28,Jones  Opel Friends of,Media,GoDaddy Operating Company  LLC,14455 N. Hayden Rd  Ste. 219  Scottsdale  Arizona 85260,Business/Group/Organization,105.5,Online Advertising
2022-06-07,Wilson  C.T. Committee To Elect,Media,GOOGLE,1600 AMPITHEATRE WAY  MOUNTAIN VIEW  California 94043,Business/Group/Organization,6.36,Media - Website Development
2022-06-23,Bhandari  Harry (H.B.) Friends of,Media,Washington Post,1301 K St NW  Washington DC  20071,Business/Group/Organization,4.23,Newspaper
2022-02-17,Baker  Donald For Sheriff,Media,Scott Strategies  INC,P.O. Box 6052  Annapolis  Maryland 21401,Business/Group/Organization,3559.5,Billboards / Outdoor Advertising
2022-03-04,Crutchfield  Sennieal Friends of,Media,GoDaddy.Com  LLC,2150 E Warner Road  Tempe  Arizona 85284,Business/Group/Organization,25.32,Media - Website Development
2022-02-23,Crutchfield  Sennieal Friends of,Media,GoDaddy.Com  LLC,2150 E Warner Road  Tempe  Arizona 85284,Business/Group/Organization,179.43,Media - Website Development
2022-05-20,Baker  Donald For Sheriff,Media,Review Publications,201 KERR AVENUE  DENTON  Maryland 21629,Business/Group/Organization,900,Newspaper
2022-05-24,King  John for Governor,Media,20/20 Insight  LLC,PO Box 49596  Atlanta  Georgia 30359,Business/Group/Organization,3000,Survey/Polls
2022-01-25,King  John for Governor,Media,Blueprint Interactive,1220 19th St NW  Washington  District Of Columbia 20036,Business/Group/Organization,9750,Online Advertising
2022-02-16,King  John for Governor,Media,Blueprint Interactive,1220 19th St NW  Washington  District Of Columbia 20036,Business/Group/Organization,500,Online Advertising
2022-03-14,King  John for Governor,Media,Blueprint Interactive,1220 19th St NW  Washington  District Of Columbia 20036,Business/Group/Organization,10500,Online Advertising
2022-04-01,King  John for Governor,Media,Blueprint Interactive,1220 19th St NW  Washington  District Of Columbia 20036,Business/Group/Organization,1765,Online Advertising
2022-05-12,King  John for Governor,Media,Blueprint Interactive,1220 19th St NW  Washington  District Of Columbia 20036,Business/Group/Organization,1000,Online Advertising
2022-04-29,King  John for Governor,Media,BridgeTower Media Corporate,222 S 9th St  Ste 900  Minneapolis  Minnesota 55402,Business/Group/Organization,185.5,Newspaper
2022-02-16,King  John for Governor,Media,Dixon / Davis Media Group  LLC,1028 33rd St NW  Ste 300  Washington  District Of Columbia 20007,Business/Group/Organization,19091,Online Advertising
2022-01-24,King  John for Governor,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,221.71,Online Advertising
2022-03-08,King  John for Governor,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,250,Online Advertising
2022-03-10,King  John for Governor,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,250,Online Advertising
2022-03-14,King  John for Governor,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,250,Online Advertising
2022-03-17,King  John for Governor,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,400,Online Advertising
2022-03-22,King  John for Governor,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,135.08,Online Advertising
2022-04-21,King  John for Governor,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,600,Online Advertising
2022-04-22,King  John for Governor,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,27.35,Online Advertising
2022-05-06,King  John for Governor,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,600,Online Advertising
2022-05-23,King  John for Governor,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,244.93,Online Advertising
2022-04-25,Pittman  Steuart Friends of,Media,CANVA,200 E. 6th St.  Austin  Texas 78701,Business/Group/Organization,12.99,Graphic Design
2022-06-01,Pittman  Steuart Friends of,Media,Baltimore Sun,501 N. Calvert St.  PO Box 1377  Baltimore  Maryland 21278,Business/Group/Organization,16.92,Newspaper
2022-01-14,Benson  Joanne C. Friends Of,Media,Applied integrated Marketing & Design,7614 Charlton Avenue  College Park  Maryland 20740,Business/Group/Organization,300,Media - Website Development
2022-04-20,Alsobrooks  Angela Friends Of,Media,Federal Media Solutions LLC,10107 Legacy Court  Clinton  Maryland 20735,Business/Group/Organization,4000,Consulting Fees - Media
2022-04-20,Alsobrooks  Angela Friends Of,Media,Federal Media Solutions LLC,10107 Legacy Court  Clinton  Maryland 20735,Business/Group/Organization,4000,Consulting Fees - Media
2022-02-07,Hester  Katie (Kathryn) Fry Friends of,Media,Google Service Apps,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,31.8,Media - Website Development
2022-02-22,Hester  Katie (Kathryn) Fry Friends of,Media,Rising Campaigns,1206 Hermitage Rd.  Rock Hill  South Carolina 29732,Business/Group/Organization,2500,Media - Website Development
2022-03-07,Hester  Katie (Kathryn) Fry Friends of,Media,Google Service Apps,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,31.8,Media - Website Development
2022-02-02,King  John for Governor,Media,Scale to Win  LLC,13742 Harper St  Santa Ana  California 92703,Business/Group/Organization,847.54,Phones / Robo calls
2022-03-03,King  John for Governor,Media,Scale to Win  LLC,13742 Harper St  Santa Ana  California 92703,Business/Group/Organization,933.25,Phones / Robo calls
2022-04-04,King  John for Governor,Media,Scale to Win  LLC,13742 Harper St  Santa Ana  California 92703,Business/Group/Organization,999.76,Phones / Robo calls
